         338383121 function calls (321309617 primitive calls) in 477.753 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      170    0.003    0.000    4.109    0.024 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:364(_cancel_default)
      691    0.033    0.000    4.106    0.006 /home/nidhal/workspace/coog/trytond/trytond/ir/property.py:45(get)
        4    0.001    0.000    4.051    1.013 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1386(process)
      881    0.079    0.000    3.990    0.005 /home/nidhal/workspace/coog/trytond/trytond/model/fields/reference.py:43(get)
        4    0.000    0.000    3.962    0.990 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice_logging/invoice.py:23(paid)
      857    0.019    0.000    3.904    0.005 <string>:1(search__ir_sequence)
  1148001    3.730    0.000    3.836    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/model.py:371(__getattr__)
        1    0.001    0.001    3.666    3.666 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:329(auto_unreconcile)
      170    0.008    0.000    3.656    0.022 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:916(_get_move_line)
        1    0.000    0.000    3.643    3.643 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_waiting/commission.py:35(copy)
        1    0.001    0.001    3.643    3.643 /home/nidhal/workspace/coog/trytond/trytond/modules/commission/commission.py:295(copy)
        1    0.003    0.003    3.615    3.615 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/contract.py:109(_finalize_invoices)
   533508    2.157    0.000    3.539    0.000 /usr/lib/python2.7/decimal.py:515(__new__)
        1    0.004    0.004    3.535    3.535 <string>:1(create__account_invoice_line)
        1    0.001    0.001    3.531    3.531 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1945(create)
     4983    0.027    0.000    3.495    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1153(get_move_field)
   106222    1.350    0.000    3.483    0.000 {method 'fetchmany' of 'psycopg2.extensions.cursor' objects}
        4    0.000    0.000    3.450    0.863 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice_cog/invoice.py:230(paid)
      169    0.004    0.000    3.374    0.020 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/invoice.py:39(get_commissions)
   322174    0.893    0.000    3.371    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:478(_format_column)
2193350/1992226    0.723    0.000    3.358    0.000 /home/nidhal/workspace/coog/trytond/trytond/cache_utils.py:15(<genexpr>)
24542/18518    0.277    0.000    3.296    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/many2one.py:155(convert_domain)
        1    0.000    0.000    3.289    3.289 <string>:1(delete__account_move_reconciliation)
        1    0.013    0.013    3.288    3.288 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/account.py:277(delete)
  1792294    3.228    0.000    3.228    0.000 {method 'copy' of 'dict' objects}
      338    0.033    0.000    3.095    0.009 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/invoice.py:56(get_commissions_for_agent)
    82544    0.373    0.000    3.040    0.000 /home/nidhal/workspace/coog/trytond/trytond/cache_redis.py:44(_key)
      691    0.004    0.000    3.034    0.004 <string>:1(search__ir_property)
      691    0.013    0.000    3.030    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/company/company.py:281(search)
        5    0.001    0.000    3.003    0.601 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_waiting_cog/commission.py:21(create_waiting_move)
  4234949    2.432    0.000    2.998    0.000 /home/nidhal/workspace/coog/trytond/trytond/cache.py:203(_check_size_limit)
     1370    0.020    0.000    2.958    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:948(get_currency_digits)
     1029    0.014    0.000    2.937    0.003 /home/nidhal/workspace/coog/trytond/trytond/model/modelsingleton.py:11(get_singleton)
        1    0.004    0.004    2.890    2.890 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:911(_finalize_invoices)
      682    0.020    0.000    2.870    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:202(get_origin)
    15178    0.080    0.000    2.849    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/translation.py:614(get_source)
        5    0.002    0.000    2.843    0.569 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_waiting/commission.py:42(create_waiting_move)
   676031    1.168    0.000    2.818    0.000 /home/nidhal/workspace/coog/trytond/trytond/cache.py:190(__setitem__)
  1010681    1.416    0.000    2.816    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/redis/connection.py:105(encode)
      9/5    0.029    0.003    2.765    0.553 /home/nidhal/workspace/coog/trytond/trytond/model/modelsql.py:970(delete)
    88103    0.331    0.000    2.764    0.000 /usr/lib/python2.7/dist-packages/simplejson/encoder.py:241(encode)
    41117    0.196    0.000    2.753    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/msgpack/__init__.py:41(packb)
      522    0.007    0.000    2.748    0.005 <string>:1(search__account_invoice)
      359    0.097    0.000    2.729    0.008 /home/nidhal/workspace/coog/trytond/trytond/ir/translation.py:646(get_sources)
   308865    0.553    0.000    2.705    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:1343(<genexpr>)
25703229/25703219    2.704    0.000    2.704    0.000 {len}
      850    0.017    0.000    2.693    0.003 <string>:1(search__account_move)
      851    0.011    0.000    2.685    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1341(check_journal_period_modify)
  418/381    0.004    0.000    2.682    0.007 <string>:1(read__party_party)
      851    0.013    0.000    2.645    0.003 <string>:1(search__account_journal_period)
      678    0.011    0.000    2.587    0.004 /home/nidhal/workspace/coog/trytond/trytond/modules/commission/commission.py:255(get_origin)
  3577473    1.753    0.000    2.551    0.000 /usr/lib/python2.7/ConfigParser.py:373(optionxform)
65825/64722    0.253    0.000    2.540    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/operators.py:130(__str__)
 13302849    2.508    0.000    2.508    0.000 {method 'get' of 'dict' objects}
     2293    0.020    0.000    2.475    0.001 /home/nidhal/workspace/coog/trytond/trytond/ir/trigger.py:146(get_triggers)
  5068475    2.474    0.000    2.474    0.000 {method 'setdefault' of 'dict' objects}
  1899659    1.826    0.000    2.429    0.000 /home/nidhal/workspace/coog/trytond/trytond/pool.py:72(__init__)
    41117    0.115    0.000    2.380    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/msgpack/fallback.py:737(pack)
     1580    0.083    0.000    2.364    0.001 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:138(write)
       11    0.000    0.000    2.361    0.215 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/event.py:39(notify_events)
       12    0.000    0.000    2.346    0.195 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_cog/move.py:79(group_moves_for_snapshots)
       12    0.001    0.000    2.345    0.195 /home/nidhal/workspace/coog/trytond/trytond/modules/account_aggregate/account.py:114(group_moves_for_snapshots)
        2    0.000    0.000    2.342    1.171 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/event.py:41(execute)
        2    0.000    0.000    2.342    1.171 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/event.py:87(execute)
        2    0.000    0.000    2.342    1.171 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_process/event.py:21(execute)
        2    0.000    0.000    2.342    1.171 /home/nidhal/workspace/coog/trytond/trytond/modules/process_cog/event.py:60(execute)
    88103    1.876    0.000    2.342    0.000 /usr/lib/python2.7/dist-packages/simplejson/encoder.py:270(iterencode)
        2    0.000    0.000    2.342    1.171 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/event.py:73(execute)
      682    0.001    0.000    2.336    0.003 /home/nidhal/workspace/coog/trytond/trytond/modules/account_aggregate/account.py:116(keyfunc)
  356/351    0.009    0.000    2.315    0.007 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1384(execute)
      338    0.009    0.000    2.301    0.007 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/invoice.py:109(_get_commission_amount)
20208/18150    0.013    0.000    2.299    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelsql.py:1300(<genexpr>)
307906/41117    1.032    0.000    2.254    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/msgpack/fallback.py:626(_pack)
        1    0.000    0.000    2.239    2.239 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/report_engine.py:362(produce_reports)
69086/30303    0.135    0.000    2.220    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/operators.py:147(__str__)
514521/129444    0.810    0.000    2.217    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/operators.py:72(_format)
     2773    0.024    0.000    2.214    0.001 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:764(check_xml_record)
152657/50851    0.309    0.000    2.197    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/operators.py:55(params)
      338    0.004    0.000    2.191    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/commission.py:472(compute)
     2773    0.043    0.000    2.172    0.001 /home/nidhal/workspace/coog/trytond/trytond/ir/model.py:910(has_model)
1618470/1614794    0.897    0.000    2.110    0.000 {method 'join' of 'str' objects}
     1580    0.012    0.000    2.068    0.001 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:177(trigger_write_get_eligibles)
168922/50851    1.141    0.000    2.044    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/operators.py:58(convert)
  338/309    0.004    0.000    1.968    0.006 <string>:1(read__contract)
        2    0.011    0.006    1.953    0.976 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:882(_calculate_invoices)
      338    0.005    0.000    1.947    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance_rule_engine/commission.py:71(get_amount)
      341    0.005    0.000    1.944    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/account/period.py:156(find)
      341    0.003    0.000    1.940    0.006 <string>:1(read__account_journal)
        1    0.000    0.000    1.937    1.937 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/report_engine.py:348(_generate_reports)
        1    0.000    0.000    1.937    1.937 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine/report_engine.py:310(_generate_report)
      341    0.002    0.000    1.907    0.006 /home/nidhal/workspace/coog/trytond/trytond/modules/account/period.py:320(post_move_sequence_used)
        1    0.000    0.000    1.906    1.906 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine_event_log/report_engine.py:41(execute)
        1    0.000    0.000    1.906    1.906 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine_flow/report_engine.py:231(execute)
 15924756    1.893    0.000    1.895    0.000 {method 'pop' of 'dict' objects}
  1975827    1.889    0.000    1.889    0.000 /home/nidhal/workspace/coog/trytond/trytond/pool.py:174(get)
  1130142    0.478    0.000    1.885    0.000 /home/nidhal/workspace/coog/trytond/trytond/cache.py:224(refresh)
        1    0.000    0.000    1.844    1.844 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_loan/endorsement.py:539(apply)
  1774725    1.230    0.000    1.835    0.000 /home/nidhal/workspace/coog/trytond/trytond/transaction.py:21(__enter__)
      339    0.003    0.000    1.830    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:213(calculate)
42152/40288    0.240    0.000    1.788    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/msgpack/fallback.py:824(_fb_pack_map_pairs)
        1    0.000    0.000    1.782    1.782 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/report_engine.py:224(process_publi400)
  356/351    0.012    0.000    1.765    0.005 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1202(compute)
   935043    0.684    0.000    1.727    0.000 {method 'decode' of 'str' objects}
   486551    0.440    0.000    1.723    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:1289(unique)
        2    0.000    0.000    1.719    0.859 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/core.py:157(render)
        2    0.000    0.000    1.718    0.859 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/output.py:30(encode)
       63    0.000    0.000    1.718    0.027 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/output.py:575(__call__)
       63    0.000    0.000    1.718    0.027 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/core.py:270(_ensure)
       63    0.000    0.000    1.718    0.027 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/base.py:612(_include)
       63    0.000    0.000    1.718    0.027 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/base.py:550(_flatten)
       45    0.000    0.000    1.717    0.038 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/base.py:278(_eval_expr)
       45    0.000    0.000    1.717    0.038 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/eval.py:169(evaluate)
       45    0.000    0.000    1.716    0.038 {eval}
   494243    0.706    0.000    1.692    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1295(__str__)
    29594    0.107    0.000    1.688    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:261(select)
     2769    0.012    0.000    1.681    0.001 /home/nidhal/workspace/coog/trytond/trytond/ir/configuration.py:20(get_language)
     1023    0.002    0.000    1.632    0.002 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1445(<genexpr>)
  3432104    1.327    0.000    1.631    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/field.py:219(_get_context)
922037/878641    0.343    0.000    1.610    0.000 /home/nidhal/workspace/coog/trytond/trytond/cache_utils.py:13(<genexpr>)
    58675    1.020    0.000    1.595    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:495(_window_functions)
    29594    0.132    0.000    1.581    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1035(select)
43354/29432    0.073    0.000    1.572    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1038(__str__)
      509    0.009    0.000    1.548    0.003 <string>:1(search__account_configuration_tax_rounding)
      170    0.007    0.000    1.530    0.009 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/payment_term.py:56(compute)
   283090    0.802    0.000    1.491    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/redis/connection.py:959(get_connection)
    29594    0.271    0.000    1.449    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:394(__init__)
